79.23,5.856158792972565,0.8015350877192983,0.949,0.7356459330143541,0.7677238805970149,0.5457991156032849,0.8444040036396724,0.5651376146788991,0.8692682926829268,0.9456066945606695,0.9362139917695473,0.731,0.949,0.615,0.823,0.864,0.928,0.308,0.891,0.904,0.91
82.71,4.831615895032883,0.8094218415417559,0.9903846153846154,0.785876993166287,0.781578947368421,0.7310344827586207,0.9402677651905252,0.5485074626865671,0.9206521739130434,0.9375,0.8632326820603907,0.756,0.927,0.69,0.891,0.742,0.913,0.588,0.847,0.945,0.972
83.55,4.518568247556686,0.7931726907630522,0.9853862212943633,0.8046511627906977,0.769620253164557,0.7465346534653465,0.9760820045558086,0.600635593220339,0.8625235404896422,0.9284332688588007,0.8974836905871388,0.79,0.944,0.692,0.912,0.754,0.857,0.567,0.916,0.96,0.963
84.11,4.287676930427551,0.741991341991342,0.983453981385729,0.8035126234906695,0.8463796477495108,0.7744360902255639,0.9170684667309547,0.5724417426545086,0.9428251121076233,0.952191235059761,0.8884826325411335,0.857,0.951,0.732,0.865,0.721,0.951,0.565,0.841,0.956,0.972
84.69,4.190000027418137,0.8459821428571429,0.984472049689441,0.8163265306122449,0.8352272727272727,0.7235915492957746,0.8981308411214953,0.6062683643486778,0.9515570934256056,0.9441176470588235,0.8913443830570903,0.758,0.951,0.72,0.882,0.822,0.961,0.619,0.825,0.963,0.968
85.96,3.9538022875785828,0.8464912280701754,0.9845679012345679,0.7536764705882353,0.8204419889502762,0.7774420946626385,0.9686847599164927,0.6597374179431073,0.9185700099304865,0.9423828125,0.9206500956022945,0.772,0.957,0.82,0.891,0.772,0.928,0.603,0.925,0.965,0.963
85.33,4.088962614536285,0.8152610441767069,0.9845995893223819,0.8442728442728443,0.8475728155339806,0.6448202959830867,0.9473684210526315,0.6857887874837028,0.8959700093720713,0.9488188976377953,0.9693769799366421,0.812,0.959,0.656,0.873,0.915,0.954,0.526,0.956,0.964,0.918
86.15,3.7867444157600403,0.8374070138150903,0.98659793814433,0.7286084701815039,0.8516377649325626,0.8272189349112427,0.955955955955956,0.6232159847764034,0.9384615384615385,0.9655870445344129,0.9314671814671814,0.788,0.957,0.843,0.884,0.699,0.955,0.655,0.915,0.954,0.965
86.44,3.8097118735313416,0.7483388704318937,0.9846153846153847,0.802672147995889,0.8496168582375478,0.7083333333333334,0.9475247524752475,0.7890222984562607,0.9376915219611849,0.9723643807574207,0.9340446168768186,0.901,0.96,0.781,0.887,0.867,0.957,0.46,0.918,0.95,0.963
86.07,3.93550968170166,0.7331691297208539,0.9886480908152735,0.692367601246106,0.8388888888888889,0.8037974683544303,0.9739854318418314,0.8292181069958847,0.9049429657794676,0.9562624254473161,0.9497991967871486,0.893,0.958,0.889,0.906,0.762,0.936,0.403,0.952,0.962,0.946
